Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Romania,ROU,1999,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,396.58043
Romania,ROU,1998,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,512.36773
Romania,ROU,1997,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,535.1273
Romania,ROU,1996,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,607.61118
Romania,ROU,2020,High-technology exports (current US$),TX.VAL.TECH.CD,6984613434
Romania,ROU,2019,High-technology exports (current US$),TX.VAL.TECH.CD,6994469374
Romania,ROU,2018,High-technology exports (current US$),TX.VAL.TECH.CD,6636987992
Romania,ROU,2017,High-technology exports (current US$),TX.VAL.TECH.CD,5558595136
Romania,ROU,2016,High-technology exports (current US$),TX.VAL.TECH.CD,5254483979
Romania,ROU,2015,High-technology exports (current US$),TX.VAL.TECH.CD,4436062569
Romania,ROU,2014,High-technology exports (current US$),TX.VAL.TECH.CD,4471137108
Romania,ROU,2013,High-technology exports (current US$),TX.VAL.TECH.CD,3679007733
Romania,ROU,2012,High-technology exports (current US$),TX.VAL.TECH.CD,3649892929
Romania,ROU,2011,High-technology exports (current US$),TX.VAL.TECH.CD,5673719206
Romania,ROU,2010,High-technology exports (current US$),TX.VAL.TECH.CD,4856809417
Romania,ROU,2009,High-technology exports (current US$),TX.VAL.TECH.CD,3328037407
Romania,ROU,2008,High-technology exports (current US$),TX.VAL.TECH.CD,2623560851
Romania,ROU,2007,High-technology exports (current US$),TX.VAL.TECH.CD,1417610922
Romania,ROU,2020,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,11.93703238
Romania,ROU,2019,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,11.07256524
Romania,ROU,2018,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,10.07718332
Romania,ROU,2017,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,9.779590774
Romania,ROU,2016,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,10.3924411
Romania,ROU,2015,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,9.414147665
Romania,ROU,2014,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,8.409232485
Romania,ROU,2013,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,7.398175906
Romania,ROU,2012,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,8.179879554
Romania,ROU,2011,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,11.63583894
Romania,ROU,2010,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,12.52823526
Romania,ROU,2009,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,10.36754291
Romania,ROU,2008,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,6.922149054
Romania,ROU,2007,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,4.414277509
