DATE,EUR,USD,CHF
8/9/2019,4.7273,4.2184,4.3376
8/12/2019,4.7265,4.2265,4.3428
8/13/2019,4.727,4.2173,4.3543
8/14/2019,4.7216,4.2238,4.3355
8/16/2019,4.7274,4.2656,4.3506
8/19/2019,4.7284,4.2575,4.3494
8/20/2019,4.7305,4.2682,4.3593
8/21/2019,4.7274,4.2601,4.346
8/22/2019,4.726,4.2652,4.3396
8/23/2019,4.7216,4.2706,4.3268
8/26/2019,4.7251,4.2521,4.3395
8/27/2019,4.7322,4.2606,4.3477
8/28/2019,4.7305,4.2638,4.3425
8/29/2019,4.7277,4.2688,4.3403
8/30/2019,4.7294,4.2827,4.3323
9/2/2019,4.723,4.3089,4.3452
9/3/2019,4.7273,4.3195,4.3644
9/4/2019,4.7272,4.2926,4.3571
9/5/2019,4.73,4.2827,4.3596
9/6/2019,4.7332,4.2908,4.3338
9/9/2019,4.732,4.2862,4.3296
9/10/2019,4.7318,4.2843,4.3282
9/11/2019,4.734,4.2933,4.3231
9/12/2019,4.7363,4.2946,4.3363
9/13/2019,4.7354,4.2654,4.3212
9/16/2019,4.734,4.2803,4.3235
9/17/2019,4.7352,4.2979,4.3226
9/18/2019,4.7354,4.2876,4.3067
9/19/2019,4.7415,4.2846,4.3236
9/20/2019,4.7432,4.2921,4.3319
9/23/2019,4.7491,4.3248,4.3658
9/24/2019,4.7485,4.3174,4.3634
9/25/2019,4.7439,4.3132,4.3757
9/26/2019,4.746,4.3418,4.3667
9/27/2019,4.7505,4.3479,4.3806
9/30/2019,4.7511,4.3488,4.3759
10/1/2019,4.7512,4.3605,4.3555
10/2/2019,4.7499,4.3519,4.3519
10/3/2019,4.7483,4.3361,4.3318
10/4/2019,4.7483,4.3241,4.3441
10/7/2019,4.7472,4.3268,4.3542
10/8/2019,4.7479,4.3212,4.3565
10/9/2019,4.7502,4.3252,4.3526
10/10/2019,4.7498,4.3074,4.3427
10/11/2019,4.7582,4.3186,4.3262
10/14/2019,4.7536,4.3072,4.3279
10/15/2019,4.7524,4.3164,4.3241
10/16/2019,4.7537,4.3082,4.3166
10/17/2019,4.755,4.2719,4.3002
10/18/2019,4.7556,4.2732,4.3243
10/21/2019,4.7592,4.2607,4.326
10/22/2019,4.7601,4.2726,4.3205
10/23/2019,4.76,4.2821,4.3275
10/24/2019,4.7528,4.2708,4.3115
10/25/2019,4.7563,4.2784,4.3151
10/28/2019,4.7569,4.2876,4.309
10/29/2019,4.7567,4.2927,4.3111
10/30/2019,4.7572,4.2765,4.312
10/31/2019,4.7576,4.2614,4.3163
11/1/2019,4.7545,4.267,4.3217
11/4/2019,4.755,4.26,4.3104
11/5/2019,4.754,4.2742,4.3138
11/6/2019,4.7626,4.2949,4.3255
11/7/2019,4.7597,4.2932,4.3288
11/8/2019,4.7615,4.3137,4.3304
11/11/2019,4.7627,4.3164,4.3386
11/12/2019,4.7619,4.3202,4.341
11/13/2019,4.7635,4.3251,4.3682
11/14/2019,4.7669,4.3343,4.3832
11/15/2019,4.7667,4.3224,4.3685
11/18/2019,4.7729,4.3159,4.3586
11/19/2019,4.7759,4.3145,4.3522
11/20/2019,4.7776,4.3172,4.3546
11/21/2019,4.7808,4.3144,4.3531
11/22/2019,4.7729,4.316,4.3412
11/25/2019,4.7722,4.3325,4.3441
11/26/2019,4.7765,4.3356,4.3472
11/27/2019,4.7792,4.3422,4.3505
11/28/2019,4.7788,4.3394,4.3461
11/29/2019,4.7781,4.3425,4.3443
12/2/2019,4.7777,4.3378,4.34
12/3/2019,4.7762,4.3143,4.3584
12/4/2019,4.7744,4.3117,4.362
12/5/2019,4.7764,4.3067,4.3562
12/6/2019,4.7785,4.3069,4.3582
12/9/2019,4.7777,4.3149,4.359
12/10/2019,4.7787,4.3149,4.3771
12/11/2019,4.7794,4.3124,4.3785
12/12/2019,4.7791,4.2931,4.3703
12/13/2019,4.7786,4.2746,4.3448
12/16/2019,4.7781,4.2878,4.3622
12/17/2019,4.7769,4.2831,4.3607
12/18/2019,4.7773,4.2911,4.3786
12/19/2019,4.774,4.288,4.3734
12/20/2019,4.7736,4.2951,4.3797
12/23/2019,4.7716,4.3036,4.3883
12/24/2019,4.7794,4.3168,4.3942
12/27/2019,4.7799,4.29,4.3919
12/30/2019,4.7785,4.2698,4.39
12/31/2019,4.7793,4.2608,4.4033
1/3/2020,4.7789,4.2922,4.4084
1/6/2020,4.776,4.2658,4.4033
1/7/2020,4.775,4.2741,4.3995
1/8/2020,4.7776,4.2923,4.4161
1/9/2020,4.7774,4.3001,4.416
1/10/2020,4.7795,4.3088,4.4175
1/13/2020,4.7791,4.2993,4.4192
1/14/2020,4.7794,4.2928,4.4309
1/15/2020,4.7798,4.2932,4.4445
1/16/2020,4.7795,4.2831,4.4492
1/17/2020,4.7792,4.2976,4.4485
1/20/2020,4.7788,4.3105,4.4485
1/21/2020,4.779,4.3042,4.4503
1/22/2020,4.7786,4.3095,4.4378
1/23/2020,4.779,4.3101,4.4487
1/27/2020,4.7798,4.3348,4.4707
1/28/2020,4.7787,4.3378,4.4767
1/29/2020,4.7769,4.3418,4.4536
1/30/2020,4.779,4.3384,4.4657
1/31/2020,4.7779,4.3309,4.4691
2/3/2020,4.7788,4.3181,4.4773
2/4/2020,4.7779,4.3227,4.4647
2/5/2020,4.7768,4.3347,4.4566
2/6/2020,4.7651,4.3311,4.4469
2/7/2020,4.7642,4.3499,4.4561
2/10/2020,4.7668,4.3528,4.4529
2/11/2020,4.7696,4.3692,4.4712
2/12/2020,4.7662,4.3661,4.4797
2/13/2020,4.7646,4.379,4.4812
2/14/2020,4.7694,4.4,4.484
2/17/2020,4.7748,4.4026,4.4844
2/18/2020,4.78,4.4131,4.4986
2/19/2020,4.7789,4.4241,4.4982
2/20/2020,4.7834,4.4307,4.5078
2/21/2020,4.8026,4.4462,4.5258
2/24/2020,4.8024,4.4395,4.5257
2/25/2020,4.8079,4.4355,4.5355
2/26/2020,4.8074,4.4186,4.5312
2/27/2020,4.8068,4.3926,4.5223
2/28/2020,4.8127,4.3601,4.5243
3/2/2020,4.8103,4.3389,4.5161
3/3/2020,4.8074,4.3263,4.5138
3/4/2020,4.8057,4.3126,4.5143
3/5/2020,4.8086,4.3072,4.517
3/6/2020,4.811,4.2534,4.5385
3/9/2020,4.8184,4.2182,4.5506
3/10/2020,4.817,4.2433,4.5424
3/11/2020,4.8167,4.2539,4.5447
3/12/2020,4.8157,4.2856,4.5662
3/13/2020,4.8174,4.3155,4.5643
3/16/2020,4.8242,4.3202,4.5699
3/17/2020,4.8448,4.388,4.5885
3/18/2020,4.8438,4.4027,4.5911
3/19/2020,4.844,4.4864,4.5934
3/20/2020,4.8444,4.514,4.5964
3/23/2020,4.8443,4.5316,4.5972
3/24/2020,4.8445,4.458,4.5789
3/25/2020,4.8367,4.4722,4.5573
3/26/2020,4.8345,4.4143,4.5454
3/27/2020,4.8332,4.389,4.5616
3/30/2020,4.8297,4.3637,4.5656
3/31/2020,4.8254,4.3983,4.5607
4/1/2020,4.8246,4.4133,4.5646
4/2/2020,4.8288,4.4163,4.5682
4/3/2020,4.8286,4.4674,4.5775
4/6/2020,4.828,4.4671,4.5696
4/7/2020,4.8314,4.4445,4.5663
4/8/2020,4.8338,4.4477,4.5796
4/9/2020,4.8278,4.4355,4.5746
4/10/2020,4.8277,4.4115,4.5706
4/13/2020,4.8297,4.4155,4.5708
4/14/2020,4.8327,4.415,4.5831
4/15/2020,4.8345,4.4215,4.5883
4/16/2020,4.836,4.4524,4.5981
4/21/2020,4.8345,4.4605,4.5979
4/22/2020,4.8382,4.4536,4.5971
4/23/2020,4.8414,4.4926,4.6058
4/24/2020,4.8412,4.4984,4.6047
4/27/2020,4.836,4.46,4.5828
4/28/2020,4.8436,4.452,4.5744
4/29/2020,4.8425,4.459,4.5833
4/30/2020,4.8421,4.4541,4.5838
5/4/2020,4.8387,4.424,4.588
5/5/2020,4.829,4.4515,4.5892
5/6/2020,4.8258,4.4708,4.5857
5/7/2020,4.8242,4.4695,4.5825
5/8/2020,4.8278,4.4545,4.5859
5/11/2020,4.8295,4.461,4.5901
5/12/2020,4.8297,4.4639,4.5925
5/13/2020,4.8349,4.4578,4.5939
5/14/2020,4.8376,4.4743,4.6004
5/15/2020,4.839,4.4768,4.6018
5/18/2020,4.8392,4.4783,4.6037
5/19/2020,4.8395,4.4192,4.5508
5/20/2020,4.8421,4.4218,4.5738
5/21/2020,4.8425,4.4163,4.5699
5/22/2020,4.8422,4.4424,4.5692
5/25/2020,4.8396,4.4406,4.5685
5/26/2020,4.8415,4.4172,4.5621
5/27/2020,4.8432,4.4053,4.5436
5/28/2020,4.8421,4.3983,4.5368
5/29/2020,4.8426,4.3517,4.5273
6/2/2020,4.8419,4.3293,4.5077
6/3/2020,4.8398,4.3112,4.4819
6/4/2020,4.8387,4.3203,4.5005
6/5/2020,4.8393,4.2695,4.4587
6/9/2020,4.8377,4.2935,4.5008
6/10/2020,4.8338,4.2555,4.4951
6/11/2020,4.8358,4.2483,4.5129
6/12/2020,4.834,4.2713,4.5104
6/15/2020,4.8337,4.2959,4.5171
6/16/2020,4.836,4.2689,4.5059
6/17/2020,4.835,4.3049,4.5291
6/18/2020,4.8394,4.2998,4.5311
6/19/2020,4.8421,4.3181,4.5383
6/22/2020,4.8415,4.3162,4.5432
6/23/2020,4.8428,4.2916,4.5381
6/24/2020,4.8432,4.286,4.5355
6/25/2020,4.8422,4.3126,4.5477
6/26/2020,4.8421,4.3141,4.5515
6/29/2020,4.8439,4.2988,4.5446
6/30/2020,4.8423,4.3233,4.5393
7/1/2020,4.8372,4.3114,4.549
7/2/2020,4.8319,4.2813,4.5376
7/3/2020,4.8378,4.3085,4.5522
7/6/2020,4.8365,4.2843,4.5467
7/7/2020,4.8397,4.2964,4.5479
7/8/2020,4.8406,4.2942,4.5591
7/9/2020,4.8408,4.2716,4.5537
7/10/2020,4.8418,4.2893,4.5555
7/13/2020,4.8423,4.2788,4.5427
7/14/2020,4.843,4.2615,4.537
7/15/2020,4.8433,4.2377,4.5111
7/16/2020,4.8429,4.2521,4.4975
7/17/2020,4.8428,4.243,4.5014
7/20/2020,4.8427,4.2274,4.4992
7/21/2020,4.8417,4.2317,4.5092
7/22/2020,4.8401,4.1942,4.4909
7/23/2020,4.8353,4.1734,4.4994
7/24/2020,4.834,4.1662,4.5043
7/27/2020,4.8276,4.1251,4.4812
7/28/2020,4.8335,4.1189,4.4819
7/29/2020,4.8342,4.1151,4.4925
7/30/2020,4.8321,4.1089,4.4952
7/31/2020,4.8316,4.078,4.4876
8/3/2020,4.8351,4.1131,4.4859
8/4/2020,4.8341,4.0976,4.4795
8/5/2020,4.8336,4.0757,4.4832
8/6/2020,4.8359,4.0751,4.4904
8/7/2020,4.8375,4.0949,4.4794
8/10/2020,4.8359,4.1129,4.4883
8/11/2020,4.8347,4.1033,4.4909
8/12/2020,4.8357,4.1087,4.4964
8/13/2020,4.8344,4.0836,4.4894
8/14/2020,4.8358,4.102,4.4986
8/17/2020,4.8344,4.079,4.4957
8/18/2020,4.8349,4.0606,4.4844
8/19/2020,4.839,4.055,4.4897
8/20/2020,4.8396,4.0882,4.4838
8/21/2020,4.84,4.0963,4.5
8/24/2020,4.8402,4.089,4.4973
8/25/2020,4.8392,4.0915,4.5001
8/26/2020,4.8404,4.0968,4.5042
8/27/2020,4.8424,4.0959,4.5069
8/28/2020,4.8387,4.0672,4.5001
8/31/2020,4.8404,4.0631,4.4918
9/1/2020,4.8393,4.0395,4.4703
9/2/2020,4.8409,4.079,4.4784
9/3/2020,4.8442,4.094,4.4952
9/4/2020,4.8492,4.0915,4.494
9/7/2020,4.8552,4.1033,4.4899
9/8/2020,4.8545,4.1136,4.4765
9/9/2020,4.859,4.1269,4.4972
9/10/2020,4.8573,4.1038,4.5136
9/11/2020,4.8567,4.09,4.5042
9/14/2020,4.8573,4.0974,4.5086
9/15/2020,4.8567,4.0866,4.5068
9/16/2020,4.8586,4.0908,4.5156
9/17/2020,4.8595,4.1198,4.5228
9/18/2020,4.8582,4.0972,4.5132
9/21/2020,4.8583,4.1224,4.5057
9/22/2020,4.859,4.1404,4.5183
9/23/2020,4.8641,4.1529,4.5153
9/24/2020,4.8722,4.1883,4.5207
9/25/2020,4.875,4.1874,4.5137
9/28/2020,4.8705,4.1828,4.5108
9/29/2020,4.8738,4.1678,4.5176
9/30/2020,4.8698,4.1617,4.5043
10/1/2020,4.8721,4.1498,4.5231
10/2/2020,4.8718,4.1551,4.5143
10/5/2020,4.8695,4.1414,4.5226
10/6/2020,4.8742,4.1366,4.5234
10/7/2020,4.8729,4.1438,4.5163
10/8/2020,4.8741,4.1468,4.5174
10/9/2020,4.872,4.1304,4.5214
10/12/2020,4.8718,4.129,4.5287
10/13/2020,4.8739,4.1345,4.5387
10/14/2020,4.8734,4.1566,4.5391
10/15/2020,4.8736,4.1619,4.5503
10/16/2020,4.8737,4.1622,4.5483
10/19/2020,4.8746,4.1456,4.5464
10/20/2020,4.8738,4.1289,4.5467
10/21/2020,4.8737,4.1135,4.5487
10/22/2020,4.873,4.1185,4.5396
10/23/2020,4.8744,4.1145,4.5485
10/26/2020,4.8731,4.1224,4.5473
10/27/2020,4.8741,4.1264,4.5376
10/28/2020,4.8746,4.1525,4.5548
10/29/2020,4.8747,4.1588,4.5641
10/30/2020,4.8743,4.1768,4.5595
11/2/2020,4.8643,4.1781,4.551
11/3/2020,4.8675,4.1619,4.5427
11/4/2020,4.8672,4.1637,4.5582
11/5/2020,4.8657,4.121,4.5417
11/6/2020,4.8668,4.0994,4.5503
11/9/2020,4.8674,4.0987,4.5543
11/10/2020,4.8667,4.1306,4.5022
11/11/2020,4.8678,4.1316,4.4999
11/12/2020,4.8686,4.1221,4.5078
11/13/2020,4.869,4.1184,4.5031
11/16/2020,4.8715,4.1132,4.5106
11/17/2020,4.8729,4.1042,4.5088
11/18/2020,4.8725,4.1033,4.5089
11/19/2020,4.8729,4.1193,4.5113
11/20/2020,4.873,4.1103,4.5072
11/23/2020,4.8732,4.1013,4.507
11/24/2020,4.8703,4.098,4.4902
11/25/2020,4.873,4.0969,4.4927
11/26/2020,4.8738,4.0922,4.5042
11/27/2020,4.8735,4.0875,4.5081
12/2/2020,4.8721,4.0434,4.4931
12/3/2020,4.8736,4.0226,4.5028
12/4/2020,4.8725,4.0024,4.4931
12/7/2020,4.8733,4.0252,4.5134
12/8/2020,4.8735,4.0212,4.5173
12/9/2020,4.868,4.0155,4.5181
12/10/2020,4.8692,4.0245,4.5284
12/11/2020,4.8693,4.0156,4.5176
12/14/2020,4.873,4.0112,4.524
12/15/2020,4.8686,4.0039,4.517
12/16/2020,4.8684,3.9889,4.5184
12/17/2020,4.8697,3.9827,4.5063
12/18/2020,4.8677,3.9715,4.4969
12/21/2020,4.8663,4.0068,4.499
12/22/2020,4.8649,3.9774,4.4919
12/23/2020,4.8705,3.9971,4.4941
12/24/2020,4.872,3.9944,4.4972
12/28/2020,4.8735,3.9904,4.4808
12/29/2020,4.8743,3.9797,4.4926
12/30/2020,4.8744,3.971,4.4948
12/31/2020,4.8694,3.966,4.4997
1/4/2021,4.8691,3.9609,4.5036
1/5/2021,4.871,3.9661,4.5029
1/6/2021,4.87,3.9468,4.504
1/7/2021,4.8701,3.9758,4.4971
1/8/2021,4.8704,3.9791,4.4915
1/11/2021,4.8709,4.0044,4.4964
1/12/2021,4.8715,4.0088,4.5038
1/13/2021,4.8738,4.0025,4.5059
1/14/2021,4.8728,4.0058,4.51
1/15/2021,4.8737,4.0172,4.5274
1/18/2021,4.874,4.0405,4.5329
1/19/2021,4.8742,4.0186,4.5297
1/20/2021,4.8741,4.0207,4.5221
1/21/2021,4.8738,4.0148,4.5251
1/22/2021,4.874,4.0034,4.5255
1/25/2021,4.8744,4.0105,4.5228
1/26/2021,4.8746,4.0195,4.519
1/27/2021,4.8745,4.0189,4.5279
1/28/2021,4.8742,4.0233,4.5217
1/29/2021,4.8743,4.0209,4.5231
2/1/2021,4.8728,4.0346,4.5066
2/2/2021,4.8739,4.0483,4.5097
2/3/2021,4.8713,4.0532,4.5075
2/4/2021,4.8742,4.0639,4.5069
2/5/2021,4.8744,4.07,4.5081
2/8/2021,4.874,4.0514,4.4973
2/9/2021,4.8745,4.0247,4.5065
2/10/2021,4.8744,4.0205,4.5115
2/11/2021,4.8741,4.0194,4.5133
2/12/2021,4.8743,4.0259,4.5101
2/15/2021,4.8745,4.0179,4.5101
2/16/2021,4.8747,4.0073,4.5147
2/17/2021,4.8746,4.0403,4.5146
2/18/2021,4.8748,4.0399,4.5014
2/19/2021,4.8747,4.0151,4.493
2/22/2021,4.8746,4.0188,4.4703
2/23/2021,4.8745,4.0118,4.4579
2/24/2021,4.8743,4.01,4.4221
2/25/2021,4.8725,3.9845,4.4025
2/26/2021,4.8745,4.0209,4.4406
3/1/2021,4.8744,4.0456,4.4299
3/2/2021,4.8747,4.0535,4.4161
3/3/2021,4.8768,4.0341,4.4048
3/4/2021,4.8784,4.0503,4.388
3/5/2021,4.8831,4.0924,4.4065
3/8/2021,4.8838,4.1118,4.406
3/9/2021,4.8849,4.1036,4.407
3/10/2021,4.8863,4.1084,4.4146
3/11/2021,4.8854,4.0832,4.4142
3/12/2021,4.8854,4.0985,4.4038
3/15/2021,4.8846,4.0942,4.4079
3/16/2021,4.8861,4.0908,4.4248
3/17/2021,4.8879,4.1042,4.4305
3/18/2021,4.8876,4.0931,4.4206
3/19/2021,4.8858,4.1067,4.4229
3/22/2021,4.885,4.1026,4.4274
3/23/2021,4.8888,4.1136,4.4257
3/24/2021,4.8886,4.1348,4.4191
3/25/2021,4.8864,4.1361,4.4223
3/26/2021,4.8869,4.1472,4.412
3/29/2021,4.8972,4.157,4.4321
3/30/2021,4.9156,4.1876,4.4447
3/31/2021,4.9251,4.1969,4.4513
4/1/2021,4.9117,4.1836,4.4216
4/2/2021,4.9106,4.1684,4.4304
4/5/2021,4.9161,4.1871,4.4393
4/6/2021,4.917,4.1629,4.4347
4/7/2021,4.9168,4.1372,4.4524
4/8/2021,4.9228,4.1478,4.4653
4/9/2021,4.9212,4.1382,4.4671
4/12/2021,4.9205,4.1335,4.4728
4/13/2021,4.9225,4.1367,4.472
4/14/2021,4.9226,4.118,4.4688
4/15/2021,4.9245,4.1111,4.456
4/16/2021,4.9243,4.112,4.473
4/19/2021,4.9261,4.0937,4.4797
4/20/2021,4.9279,4.0872,4.4613
4/21/2021,4.926,4.1031,4.4735
4/22/2021,4.9255,4.0911,4.4662
4/23/2021,4.9257,4.0852,4.4639
4/26/2021,4.9238,4.0694,4.4521
4/27/2021,4.926,4.0837,4.4646
4/28/2021,4.927,4.0827,4.4586
4/29/2021,4.9247,4.0621,4.4687
5/4/2021,4.9256,4.1011,4.4825
5/5/2021,4.9254,4.1035,4.4827
5/6/2021,4.9266,4.0881,4.4961
5/7/2021,4.9262,4.08,4.4941
5/10/2021,4.9259,4.0492,4.4955
5/11/2021,4.9265,4.0491,4.4882
5/12/2021,4.9263,4.0599,4.4905
5/13/2021,4.9265,4.0823,4.4948
5/14/2021,4.9253,4.0683,4.499
5/17/2021,4.9256,4.0527,4.4985
5/18/2021,4.9268,4.0326,4.4926
5/19/2021,4.9267,4.0341,4.4778
5/20/2021,4.9265,4.0426,4.4837
5/21/2021,4.9268,4.0281,4.4942
5/24/2021,4.9261,4.0356,4.4944
5/25/2021,4.9246,4.0189,4.4953
5/26/2021,4.9225,4.02,4.4919
5/27/2021,4.916,4.0325,4.4856
5/28/2021,4.919,4.0373,4.4896
5/31/2021,4.9198,4.0361,4.4854
6/2/2021,4.9197,4.04,4.4808
6/3/2021,4.9227,4.0381,4.4872
6/4/2021,4.9228,4.0636,4.4939
6/7/2021,4.923,4.048,4.501
6/8/2021,4.9229,4.0446,4.5075
6/9/2021,4.9232,4.0392,4.509
6/10/2021,4.9218,4.0459,4.5131
6/11/2021,4.9202,4.0467,4.515
6/14/2021,4.9188,4.0604,4.5162
6/15/2021,4.9243,4.0623,4.5208
6/16/2021,4.9241,4.062,4.5194
6/17/2021,4.9242,4.1226,4.5075
6/18/2021,4.925,4.134,4.4992
6/22/2021,4.9253,4.1431,4.5003
6/23/2021,4.9259,4.1259,4.493
6/24/2021,4.9242,4.1233,4.489
6/25/2021,4.9254,4.1241,4.4985
6/28/2021,4.926,4.1256,4.4931
6/29/2021,4.9262,4.1357,4.4949
6/30/2021,4.9267,4.1425,4.4913
7/1/2021,4.9261,4.1555,4.4887
7/2/2021,4.9269,4.166,4.496
7/5/2021,4.9266,4.1484,4.5047
7/6/2021,4.9265,4.1619,4.5051
7/7/2021,4.927,4.1655,4.5138
7/8/2021,4.9268,4.164,4.5392
7/9/2021,4.9281,4.1596,4.5468
7/12/2021,4.9275,4.1566,4.5388
7/13/2021,4.9278,4.1625,4.5428
7/14/2021,4.9283,4.1792,4.5475
7/15/2021,4.9277,4.1607,4.5593
7/16/2021,4.9274,4.1687,4.5366
7/19/2021,4.9262,4.1824,4.5405
7/20/2021,4.9253,4.1736,4.5497
7/21/2021,4.9247,4.1843,4.5374
7/22/2021,4.9241,4.174,4.5474
7/23/2021,4.9219,4.1823,4.5428
7/26/2021,4.9208,4.1716,4.5451
7/27/2021,4.9194,4.1766,4.5481
7/28/2021,4.9197,4.1624,4.5538
7/29/2021,4.9209,4.1443,4.5608
7/30/2021,4.9198,4.1348,4.5704
8/2/2021,4.9171,4.1348,4.5687
8/3/2021,4.9183,4.1388,4.5775
8/4/2021,4.9184,4.1486,4.5849
8/5/2021,4.9176,4.1551,4.582
8/6/2021,4.9145,4.1617,4.5827
8/9/2021,4.9131,4.1783,4.5591
8/10/2021,4.9161,4.1928,4.5496
8/11/2021,4.9158,4.1972,4.5437
8/12/2021,4.9148,4.1849,4.5404
8/13/2021,4.9118,4.1811,4.5347
8/16/2021,4.912,4.1685,4.5612
8/17/2021,4.9232,4.1809,4.5898
8/18/2021,4.9259,4.2021,4.6017
8/19/2021,4.9278,4.2143,4.6
8/20/2021,4.9338,4.2258,4.6037
8/23/2021,4.9335,4.2079,4.5895
8/24/2021,4.9286,4.2001,4.6047
8/25/2021,4.9284,4.1938,4.5916
8/26/2021,4.9306,4.1898,4.5724
8/27/2021,4.9334,4.197,4.5728
8/30/2021,4.9349,4.1837,4.5734
8/31/2021,4.9348,4.1741,4.568
9/1/2021,4.9345,4.1756,4.5549
9/2/2021,4.9386,4.1672,4.5498
9/3/2021,4.9416,4.1633,4.5526
9/6/2021,4.9475,4.1718,4.5534
9/7/2021,4.9488,4.1693,4.5601
9/8/2021,4.9479,4.1882,4.5483
9/9/2021,4.9482,4.1824,4.5494
9/10/2021,4.9432,4.1754,4.5595
9/13/2021,4.9444,4.1944,4.5497
9/14/2021,4.9475,4.1877,4.5425
9/15/2021,4.9481,4.1843,4.5619
9/16/2021,4.9482,4.2041,4.5494
9/17/2021,4.9473,4.1999,4.5309
9/20/2021,4.9481,4.2275,4.5341
9/21/2021,4.9485,4.2171,4.5589
9/22/2021,4.9495,4.2188,4.5738
9/23/2021,4.949,4.2218,4.564
9/24/2021,4.9491,4.2167,4.57
9/27/2021,4.9488,4.2297,4.5605
9/28/2021,4.9481,4.2382,4.567
9/29/2021,4.948,4.2432,4.5665
9/30/2021,4.9471,4.2653,4.5627
10/1/2021,4.9479,4.2728,4.5833
10/4/2021,4.9469,4.2609,4.5866
10/5/2021,4.9485,4.2659,4.603
10/6/2021,4.9483,4.2859,4.6084
10/7/2021,4.9475,4.2793,4.6163
10/8/2021,4.947,4.2763,4.6042
10/11/2021,4.9486,4.283,4.6147
10/12/2021,4.9485,4.2811,4.6172
10/13/2021,4.949,4.2828,4.6147
10/14/2021,4.9488,4.2627,4.6305
10/15/2021,4.9484,4.2646,4.6171
10/18/2021,4.9481,4.2724,4.6125
10/19/2021,4.949,4.2444,4.619
10/20/2021,4.9488,4.257,4.6067
10/21/2021,4.947,4.2484,4.6231
10/22/2021,4.9467,4.2501,4.6354
10/25/2021,4.9472,4.256,4.6294
10/26/2021,4.9476,4.2587,4.628
10/27/2021,4.9486,4.2693,4.6485
10/28/2021,4.949,4.2715,4.648
10/29/2021,4.9489,4.2471,4.6615
11/1/2021,4.9488,4.2769,4.6751
11/2/2021,4.9487,4.265,4.6767
11/3/2021,4.949,4.2704,4.6886
11/4/2021,4.9486,4.2852,4.6904
11/5/2021,4.9485,4.2904,4.6819
11/8/2021,4.9489,4.2772,4.6761
11/9/2021,4.9482,4.2688,4.6758
11/10/2021,4.949,4.2758,4.6863
11/11/2021,4.9489,4.3175,4.6916
11/12/2021,4.9476,4.3235,4.685
11/15/2021,4.9489,4.3218,4.6987
11/16/2021,4.9487,4.3568,4.6936
11/17/2021,4.9491,4.3747,4.7016
11/18/2021,4.9488,4.3642,4.7089
11/19/2021,4.949,4.3793,4.7253
11/22/2021,4.9491,4.3863,4.7222
11/23/2021,4.9487,4.3957,4.72
11/24/2021,4.9491,4.4127,4.7159
11/25/2021,4.949,4.4097,4.7253
11/26/2021,4.9491,4.3869,4.7398
11/29/2021,4.949,4.3853,4.7366
12/2/2021,4.949,4.3688,4.7466
12/3/2021,4.9487,4.3767,4.7595
12/6/2021,4.9483,4.3786,4.75
12/7/2021,4.9485,4.3946,4.755
12/8/2021,4.9488,4.382,4.7448
12/9/2021,4.9491,4.3743,4.7448
12/10/2021,4.949,4.3923,4.7488
12/13/2021,4.9491,4.3933,4.7526
12/14/2021,4.9492,4.3734,4.7572
12/15/2021,4.9489,4.3937,4.751
12/16/2021,4.9491,4.3793,4.7348
12/17/2021,4.9492,4.3703,4.7595
12/20/2021,4.9488,4.3917,4.7537
12/21/2021,4.9491,4.3821,4.759
12/22/2021,4.9489,4.3815,4.7456
12/23/2021,4.9488,4.3677,4.7496
12/24/2021,4.949,4.3655,4.7589
12/27/2021,4.9492,4.3725,4.7604
12/28/2021,4.9491,4.3683,4.7668
12/29/2021,4.949,4.3849,4.7722
12/30/2021,4.9486,4.3735,4.7713
12/31/2021,4.9481,4.3707,4.7884
